event_id,gmv_PGA,gmv_SA(0.3)
25,0.176,0.378
25,0.184,0.396
25,0.193,0.414
25,0.091,0.15
25,0.095,0.156
25,0.099,0.162
25,0.113,0.184
25,0.118,0.192
25,0.155,0.334
25,0.162,0.349
25,0.169,0.364
25,0.177,0.38
25,0.184,0.396
25,0.089,0.146
25,0.093,0.152
25,0.097,0.158
25,0.101,0.165
25,0.105,0.172
25,0.109,0.179
25,0.114,0.186
25,0.15,0.323
25,0.156,0.336
25,0.162,0.35
25,0.169,0.364
25,0.176,0.378
25,0.087,0.143
25,0.114,0.248
25,0.094,0.154
25,0.098,0.16
25,0.102,0.167
25,0.106,0.173
25,0.14,0.34
25,0.144,0.312
25,0.15,0.324
25,0.156,0.336
25,0.162,0.349
25,0.168,0.361
25,0.085,0.14
25,0.111,0.242
25,0.092,0.15
25,0.12,0.26
25,0.125,0.27
25,0.129,0.28
25,0.134,0.29
25,0.139,0.301
25,0.144,0.312
25,0.15,0.323
25,0.155,0.334
25,0.16,0.345
25,0.083,0.136
25,0.086,0.141
25,0.089,0.146
25,0.116,0.253
25,0.121,0.262
25,0.125,0.271
25,0.131,0.318
25,0.134,0.29
25,0.139,0.3
25,0.144,0.31
25,0.148,0.32
25,0.153,0.33
25,0.081,0.133
25,0.087,0.142
25,0.09,0.147
25,0.117,0.254
25,0.096,0.157
25,0.125,0.271
25,0.129,0.28
25,0.134,0.289
25,0.138,0.298
25,0.142,0.307
25,0.146,0.316
25,0.079,0.13
25,0.103,0.223
25,0.084,0.138
25,0.087,0.143
25,0.113,0.246
25,0.117,0.254
25,0.121,0.262
25,0.125,0.27
25,0.128,0.278
25,0.132,0.286
25,0.136,0.294
25,0.14,0.302
25,0.097,0.211
25,0.087,0.143
25,0.09,0.147
25,0.117,0.253
25,0.12,0.26
25,0.124,0.267
25,0.127,0.275
25,0.13,0.282
25,0.134,0.289
26,0.111,0.183
26,0.116,0.192
26,0.122,0.201
26,0.128,0.211
26,0.134,0.221
26,0.141,0.233
26,0.149,0.245
26,0.198,0.43
26,0.209,0.454
26,0.221,0.479
26,0.234,0.506
26,0.248,0.535
26,0.109,0.18
26,0.114,0.188
26,0.119,0.197
26,0.131,0.216
26,0.145,0.238
26,0.192,0.418
26,0.203,0.439
26,0.213,0.462
26,0.225,0.487
26,0.237,0.512
26,0.135,0.295
26,0.112,0.185
26,0.117,0.193
26,0.122,0.202
26,0.128,0.211
26,0.141,0.231
26,0.148,0.243
26,0.196,0.424
26,0.205,0.445
26,0.216,0.467
26,0.226,0.49
26,0.105,0.173
26,0.109,0.181
26,0.114,0.189
26,0.119,0.197
26,0.125,0.206
26,0.13,0.215
26,0.136,0.225
26,0.18,0.391
26,0.189,0.409
26,0.197,0.428
26,0.206,0.447
26,0.216,0.467
26,0.103,0.17
26,0.107,0.177
26,0.111,0.184
26,0.126,0.208
26,0.132,0.217
26,0.174,0.378
26,0.182,0.394
26,0.19,0.411
26,0.198,0.429
26,0.206,0.446
26,0.1,0.166
26,0.104,0.173
26,0.109,0.179
26,0.113,0.187
26,0.118,0.194
26,0.123,0.202
26,0.128,0.21
26,0.168,0.365
26,0.175,0.38
26,0.182,0.395
26,0.189,0.41
26,0.196,0.426
26,0.098,0.162
26,0.128,0.281
26,0.106,0.175
26,0.11,0.182
26,0.114,0.189
26,0.119,0.196
26,0.157,0.384
26,0.162,0.352
26,0.168,0.365
26,0.174,0.379
26,0.181,0.393
26,0.187,0.406
26,0.096,0.158
26,0.125,0.274
26,0.103,0.17
26,0.135,0.294
26,0.14,0.305
26,0.145,0.316
26,0.15,0.328
26,0.156,0.339
26,0.162,0.351
26,0.167,0.364
26,0.173,0.376
26,0.179,0.388
26,0.093,0.154
26,0.096,0.16
26,0.1,0.165
26,0.131,0.286
26,0.135,0.296
26,0.14,0.306
26,0.147,0.359
26,0.15,0.327
26,0.155,0.338
26,0.16,0.349
26,0.165,0.36
26,0.17,0.371
26,0.091,0.15
26,0.097,0.161
26,0.1,0.166
26,0.131,0.286
26,0.107,0.177
26,0.14,0.305
26,0.145,0.315
26,0.149,0.325
26,0.154,0.335
26,0.158,0.345
26,0.163,0.354
26,0.088,0.147
26,0.115,0.252
26,0.094,0.156
26,0.097,0.161
26,0.127,0.277
26,0.131,0.286
26,0.135,0.295
26,0.139,0.304
26,0.143,0.313
26,0.148,0.322
26,0.152,0.33
26,0.156,0.339
26,0.108,0.238
26,0.097,0.161
26,0.1,0.166
26,0.13,0.285
26,0.134,0.293
26,0.138,0.301
26,0.142,0.309
26,0.145,0.317
26,0.149,0.324
27,0.125,0.209
27,0.131,0.218
27,0.137,0.229
27,0.144,0.24
27,0.152,0.252
27,0.16,0.265
27,0.168,0.279
27,0.224,0.489
27,0.236,0.516
27,0.249,0.544
27,0.263,0.575
27,0.278,0.607
27,0.123,0.205
27,0.129,0.214
27,0.135,0.224
27,0.148,0.246
27,0.163,0.271
27,0.217,0.474
27,0.228,0.499
27,0.24,0.525
27,0.253,0.552
27,0.266,0.58
27,0.152,0.335
27,0.126,0.21
27,0.132,0.219
27,0.138,0.229
27,0.144,0.24
27,0.158,0.263
27,0.166,0.275
27,0.22,0.481
27,0.231,0.504
27,0.242,0.528
27,0.253,0.553
27,0.118,0.197
27,0.123,0.205
27,0.129,0.214
27,0.134,0.223
27,0.14,0.233
27,0.147,0.244
27,0.153,0.255
27,0.202,0.444
27,0.212,0.464
27,0.221,0.484
27,0.231,0.506
27,0.241,0.527
27,0.116,0.193
27,0.12,0.201
27,0.125,0.209
27,0.142,0.236
27,0.148,0.246
27,0.195,0.428
27,0.204,0.446
27,0.212,0.465
27,0.221,0.484
27,0.23,0.503
27,0.113,0.188
27,0.117,0.196
27,0.122,0.204
27,0.127,0.212
27,0.132,0.22
27,0.138,0.229
27,0.143,0.238
27,0.188,0.413
27,0.196,0.429
27,0.203,0.446
27,0.211,0.462
27,0.219,0.479
27,0.11,0.184
27,0.144,0.318
27,0.119,0.198
27,0.123,0.206
27,0.128,0.214
27,0.133,0.222
27,0.177,0.435
27,0.181,0.398
27,0.188,0.412
27,0.195,0.427
27,0.202,0.442
27,0.209,0.457
27,0.107,0.179
27,0.141,0.31
27,0.115,0.193
27,0.151,0.333
27,0.157,0.345
27,0.163,0.357
27,0.168,0.37
27,0.174,0.383
27,0.181,0.396
27,0.187,0.41
27,0.193,0.423
27,0.199,0.436
27,0.105,0.175
27,0.108,0.181
27,0.112,0.187
27,0.147,0.323
27,0.152,0.334
27,0.157,0.346
27,0.164,0.405
27,0.168,0.369
27,0.173,0.381
27,0.179,0.393
27,0.184,0.405
27,0.19,0.416
27,0.102,0.17
27,0.109,0.182
27,0.113,0.188
27,0.147,0.323
27,0.12,0.2
27,0.157,0.345
27,0.162,0.355
27,0.167,0.366
27,0.172,0.377
27,0.176,0.387
27,0.181,0.397
27,0.099,0.166
27,0.129,0.285
27,0.106,0.177
27,0.109,0.182
27,0.142,0.313
27,0.147,0.323
27,0.151,0.332
27,0.156,0.342
27,0.16,0.352
27,0.164,0.361
27,0.169,0.371
27,0.173,0.38
27,0.122,0.269
27,0.109,0.182
27,0.112,0.187
27,0.146,0.321
27,0.15,0.33
27,0.154,0.338
27,0.158,0.347
27,0.162,0.355
27,0.165,0.363
28,0.143,0.24
28,0.15,0.251
28,0.157,0.263
28,0.165,0.276
28,0.173,0.29
28,0.182,0.305
28,0.192,0.321
28,0.255,0.564
28,0.269,0.594
28,0.284,0.626
28,0.3,0.661
28,0.316,0.696
28,0.14,0.236
28,0.147,0.246
28,0.154,0.258
28,0.169,0.283
28,0.186,0.312
28,0.247,0.545
28,0.259,0.573
28,0.273,0.602
28,0.286,0.632
28,0.301,0.663
28,0.173,0.385
28,0.144,0.241
28,0.15,0.252
28,0.157,0.263
28,0.164,0.275
28,0.18,0.302
28,0.189,0.316
28,0.25,0.551
28,0.261,0.577
28,0.274,0.604
28,0.286,0.631
28,0.134,0.226
28,0.14,0.236
28,0.146,0.246
28,0.153,0.256
28,0.16,0.268
28,0.167,0.279
28,0.174,0.292
28,0.23,0.508
28,0.24,0.53
28,0.25,0.553
28,0.261,0.576
28,0.272,0.6
28,0.131,0.221
28,0.137,0.23
28,0.142,0.239
28,0.161,0.27
28,0.168,0.282
28,0.221,0.489
28,0.23,0.509
28,0.24,0.529
28,0.249,0.55
28,0.258,0.57
28,0.128,0.216
28,0.133,0.224
28,0.139,0.233
28,0.144,0.242
28,0.15,0.252
28,0.156,0.262
28,0.162,0.272
28,0.213,0.471
28,0.221,0.489
28,0.229,0.507
28,0.237,0.525
28,0.246,0.542
28,0.125,0.21
28,0.164,0.364
28,0.135,0.226
28,0.14,0.235
28,0.145,0.244
28,0.151,0.253
28,0.199,0.495
28,0.205,0.453
28,0.212,0.469
28,0.219,0.485
28,0.226,0.501
28,0.234,0.516
28,0.122,0.205
28,0.159,0.354
28,0.131,0.22
28,0.171,0.38
28,0.177,0.393
28,0.184,0.407
28,0.19,0.421
28,0.197,0.436
28,0.203,0.45
28,0.21,0.464
28,0.216,0.478
28,0.222,0.492
28,0.118,0.2
28,0.123,0.206
28,0.127,0.214
28,0.166,0.368
28,0.171,0.38
28,0.177,0.393
28,0.185,0.46
28,0.189,0.419
28,0.195,0.432
28,0.201,0.444
28,0.206,0.457
28,0.212,0.469
28,0.115,0.194
28,0.123,0.207
28,0.127,0.214
28,0.166,0.368
28,0.135,0.228
28,0.176,0.391
28,0.182,0.403
28,0.187,0.414
28,0.192,0.426
28,0.197,0.437
28,0.202,0.447
28,0.112,0.189
28,0.146,0.325
28,0.119,0.201
28,0.123,0.207
28,0.16,0.356
28,0.165,0.366
28,0.17,0.377
28,0.175,0.387
28,0.179,0.398
28,0.184,0.408
28,0.188,0.418
28,0.193,0.427
28,0.137,0.306
28,0.123,0.206
28,0.126,0.212
28,0.164,0.363
28,0.168,0.373
28,0.172,0.382
28,0.176,0.391
28,0.18,0.4
28,0.184,0.408
29,0.169,0.287
29,0.177,0.301
29,0.186,0.315
29,0.196,0.331
29,0.206,0.348
29,0.217,0.366
29,0.228,0.385
29,0.303,0.677
29,0.319,0.713
29,0.336,0.75
29,0.354,0.789
29,0.372,0.829
29,0.166,0.281
29,0.174,0.294
29,0.182,0.308
29,0.2,0.338
29,0.22,0.372
29,0.292,0.651
29,0.306,0.683
29,0.321,0.716
29,0.336,0.749
29,0.351,0.783
29,0.205,0.458
29,0.169,0.287
29,0.177,0.3
29,0.185,0.314
29,0.194,0.328
29,0.212,0.359
29,0.222,0.375
29,0.293,0.654
29,0.306,0.682
29,0.319,0.711
29,0.331,0.739
29,0.158,0.268
29,0.165,0.28
29,0.172,0.292
29,0.18,0.304
29,0.187,0.317
29,0.196,0.331
29,0.204,0.345
29,0.269,0.6
29,0.28,0.625
29,0.291,0.65
29,0.302,0.675
29,0.313,0.699
29,0.154,0.262
29,0.16,0.272
29,0.167,0.283
29,0.189,0.319
29,0.196,0.332
29,0.258,0.576
29,0.268,0.598
29,0.277,0.619
29,0.287,0.641
29,0.296,0.661
29,0.15,0.255
29,0.156,0.265
29,0.162,0.275
29,0.168,0.285
29,0.175,0.296
29,0.182,0.308
29,0.189,0.319
29,0.247,0.552
29,0.256,0.571
29,0.264,0.59
29,0.273,0.609
29,0.28,0.626
29,0.146,0.248
29,0.191,0.428
29,0.157,0.266
29,0.163,0.276
29,0.169,0.286
29,0.175,0.296
29,0.231,0.58
29,0.237,0.529
29,0.244,0.546
29,0.252,0.563
29,0.259,0.579
29,0.266,0.594
29,0.142,0.241
29,0.185,0.416
29,0.152,0.258
29,0.199,0.445
29,0.206,0.46
29,0.213,0.476
29,0.22,0.491
29,0.227,0.507
29,0.233,0.522
29,0.24,0.537
29,0.246,0.551
29,0.252,0.564
29,0.138,0.234
29,0.142,0.242
29,0.147,0.25
29,0.192,0.43
29,0.198,0.444
29,0.205,0.458
29,0.213,0.535
29,0.217,0.486
29,0.223,0.499
29,0.229,0.512
29,0.235,0.525
29,0.24,0.536
29,0.134,0.227
29,0.142,0.242
29,0.147,0.249
29,0.191,0.428
29,0.156,0.265
29,0.203,0.454
29,0.208,0.466
29,0.214,0.478
29,0.219,0.489
29,0.224,0.5
29,0.228,0.51
29,0.13,0.221
29,0.169,0.379
29,0.138,0.234
29,0.142,0.241
29,0.184,0.413
29,0.189,0.425
29,0.195,0.436
29,0.2,0.447
29,0.204,0.458
29,0.209,0.468
29,0.213,0.477
29,0.217,0.486
29,0.159,0.357
29,0.141,0.239
29,0.144,0.245
29,0.187,0.419
29,0.191,0.429
29,0.196,0.439
29,0.2,0.448
29,0.204,0.456
29,0.207,0.464
30,0.092,0.15
30,0.097,0.158
30,0.102,0.166
30,0.108,0.175
30,0.114,0.185
30,0.121,0.196
30,0.129,0.208
30,0.173,0.368
30,0.185,0.393
30,0.198,0.42
30,0.213,0.451
30,0.23,0.486
30,0.092,0.149
30,0.096,0.157
30,0.102,0.165
30,0.113,0.183
30,0.127,0.206
30,0.171,0.364
30,0.182,0.388
30,0.195,0.415
30,0.21,0.445
30,0.226,0.478
30,0.115,0.247
30,0.096,0.155
30,0.101,0.163
30,0.106,0.172
30,0.112,0.181
30,0.126,0.203
30,0.134,0.215
30,0.18,0.382
30,0.192,0.407
30,0.205,0.436
30,0.22,0.467
30,0.09,0.147
30,0.095,0.154
30,0.099,0.161
30,0.105,0.17
30,0.111,0.179
30,0.117,0.189
30,0.124,0.2
30,0.166,0.353
30,0.176,0.374
30,0.187,0.398
30,0.2,0.425
30,0.214,0.454
30,0.089,0.145
30,0.093,0.152
30,0.098,0.159
30,0.115,0.186
30,0.121,0.196
30,0.162,0.345
30,0.172,0.366
30,0.182,0.388
30,0.194,0.413
30,0.207,0.439
30,0.088,0.143
30,0.092,0.15
30,0.097,0.157
30,0.101,0.165
30,0.107,0.173
30,0.112,0.182
30,0.119,0.192
30,0.158,0.337
30,0.167,0.356
30,0.177,0.377
30,0.188,0.399
30,0.199,0.423
30,0.086,0.141
30,0.114,0.245
30,0.095,0.154
30,0.1,0.162
30,0.105,0.169
30,0.11,0.178
30,0.148,0.354
30,0.154,0.328
30,0.162,0.346
30,0.171,0.365
30,0.181,0.385
30,0.192,0.407
30,0.085,0.138
30,0.112,0.241
30,0.093,0.151
30,0.123,0.264
30,0.129,0.276
30,0.135,0.29
30,0.142,0.304
30,0.149,0.319
30,0.157,0.335
30,0.166,0.353
30,0.174,0.371
30,0.184,0.391
30,0.083,0.136
30,0.087,0.142
30,0.091,0.148
30,0.12,0.258
30,0.126,0.27
30,0.132,0.282
30,0.14,0.335
30,0.145,0.31
30,0.152,0.325
30,0.16,0.34
30,0.168,0.357
30,0.176,0.374
30,0.082,0.133
30,0.089,0.145
30,0.093,0.151
30,0.123,0.263
30,0.102,0.165
30,0.134,0.287
30,0.14,0.3
30,0.147,0.314
30,0.154,0.328
30,0.161,0.343
30,0.168,0.358
30,0.08,0.131
30,0.105,0.227
30,0.087,0.141
30,0.091,0.147
30,0.119,0.256
30,0.124,0.267
30,0.13,0.278
30,0.136,0.29
30,0.142,0.303
30,0.148,0.316
30,0.154,0.329
30,0.161,0.343
30,0.099,0.213
30,0.092,0.149
30,0.096,0.155
30,0.126,0.27
30,0.131,0.28
30,0.136,0.292
30,0.142,0.304
30,0.148,0.316
30,0.154,0.328
31,0.104,0.17
31,0.11,0.179
31,0.115,0.189
31,0.122,0.199
31,0.129,0.21
31,0.137,0.223
31,0.145,0.237
31,0.196,0.42
31,0.209,0.448
31,0.224,0.48
31,0.241,0.516
31,0.261,0.557
31,0.103,0.17
31,0.109,0.178
31,0.115,0.187
31,0.128,0.209
31,0.144,0.234
31,0.193,0.415
31,0.207,0.443
31,0.221,0.473
31,0.237,0.508
31,0.256,0.547
31,0.13,0.28
31,0.108,0.177
31,0.114,0.186
31,0.12,0.196
31,0.127,0.206
31,0.142,0.231
31,0.151,0.245
31,0.203,0.435
31,0.217,0.465
31,0.232,0.497
31,0.25,0.533
31,0.102,0.167
31,0.107,0.175
31,0.112,0.184
31,0.118,0.193
31,0.125,0.204
31,0.132,0.215
31,0.14,0.227
31,0.187,0.402
31,0.199,0.427
31,0.212,0.454
31,0.226,0.484
31,0.242,0.517
31,0.1,0.165
31,0.105,0.173
31,0.111,0.181
31,0.129,0.211
31,0.137,0.223
31,0.183,0.393
31,0.194,0.416
31,0.206,0.442
31,0.219,0.469
31,0.234,0.5
31,0.099,0.162
31,0.104,0.17
31,0.109,0.178
31,0.114,0.187
31,0.12,0.197
31,0.127,0.207
31,0.134,0.218
31,0.178,0.383
31,0.189,0.405
31,0.2,0.428
31,0.212,0.454
31,0.225,0.481
31,0.097,0.16
31,0.129,0.279
31,0.107,0.175
31,0.112,0.183
31,0.118,0.192
31,0.124,0.202
31,0.166,0.402
31,0.173,0.373
31,0.183,0.393
31,0.193,0.414
31,0.204,0.437
31,0.215,0.462
31,0.096,0.157
31,0.126,0.274
31,0.105,0.172
31,0.139,0.299
31,0.145,0.314
31,0.152,0.329
31,0.16,0.345
31,0.168,0.362
31,0.177,0.38
31,0.186,0.4
31,0.196,0.421
31,0.206,0.442
31,0.094,0.154
31,0.098,0.161
31,0.103,0.168
31,0.135,0.293
31,0.142,0.306
31,0.148,0.32
31,0.157,0.38
31,0.163,0.351
31,0.171,0.368
31,0.179,0.385
31,0.188,0.404
31,0.197,0.423
31,0.092,0.151
31,0.1,0.164
31,0.105,0.171
31,0.138,0.298
31,0.114,0.187
31,0.151,0.325
31,0.158,0.34
31,0.165,0.355
31,0.172,0.371
31,0.18,0.387
31,0.188,0.405
31,0.09,0.148
31,0.118,0.257
31,0.098,0.16
31,0.102,0.167
31,0.134,0.29
31,0.14,0.302
31,0.146,0.315
31,0.152,0.328
31,0.159,0.342
31,0.166,0.357
31,0.173,0.371
31,0.18,0.387
31,0.111,0.241
31,0.103,0.169
31,0.107,0.176
31,0.141,0.305
31,0.147,0.317
31,0.153,0.33
31,0.159,0.343
31,0.165,0.356
31,0.172,0.369
32,0.118,0.194
32,0.124,0.204
32,0.131,0.215
32,0.138,0.227
32,0.146,0.24
32,0.155,0.254
32,0.165,0.27
32,0.222,0.48
32,0.237,0.512
32,0.254,0.549
32,0.274,0.59
32,0.296,0.638
32,0.117,0.193
32,0.123,0.203
32,0.13,0.214
32,0.145,0.238
32,0.163,0.267
32,0.219,0.474
32,0.234,0.506
32,0.25,0.541
32,0.269,0.581
32,0.29,0.625
32,0.146,0.319
32,0.122,0.201
32,0.128,0.212
32,0.135,0.223
32,0.143,0.235
32,0.161,0.264
32,0.171,0.28
32,0.23,0.497
32,0.245,0.53
32,0.263,0.567
32,0.282,0.609
32,0.115,0.19
32,0.121,0.199
32,0.127,0.209
32,0.134,0.22
32,0.141,0.232
32,0.149,0.245
32,0.158,0.259
32,0.211,0.458
32,0.225,0.486
32,0.239,0.517
32,0.255,0.552
32,0.273,0.59
32,0.113,0.187
32,0.119,0.196
32,0.125,0.206
32,0.146,0.24
32,0.154,0.254
32,0.206,0.447
32,0.219,0.474
32,0.232,0.503
32,0.247,0.534
32,0.263,0.568
32,0.112,0.185
32,0.117,0.193
32,0.123,0.203
32,0.129,0.213
32,0.136,0.224
32,0.143,0.235
32,0.151,0.248
32,0.201,0.436
32,0.213,0.46
32,0.225,0.487
32,0.238,0.515
32,0.253,0.546
32,0.11,0.182
32,0.145,0.317
32,0.121,0.199
32,0.126,0.208
32,0.133,0.219
32,0.14,0.23
32,0.187,0.456
32,0.195,0.424
32,0.206,0.446
32,0.217,0.47
32,0.229,0.496
32,0.242,0.523
32,0.108,0.178
32,0.142,0.311
32,0.118,0.195
32,0.156,0.34
32,0.164,0.356
32,0.172,0.373
32,0.18,0.391
32,0.189,0.411
32,0.199,0.431
32,0.209,0.453
32,0.22,0.476
32,0.231,0.5
32,0.106,0.175
32,0.111,0.183
32,0.115,0.191
32,0.152,0.332
32,0.159,0.347
32,0.167,0.363
32,0.177,0.43
32,0.183,0.398
32,0.192,0.417
32,0.201,0.436
32,0.211,0.457
32,0.221,0.478
32,0.104,0.172
32,0.113,0.186
32,0.118,0.194
32,0.155,0.338
32,0.128,0.212
32,0.169,0.368
32,0.177,0.385
32,0.185,0.402
32,0.193,0.419
32,0.202,0.438
32,0.211,0.456
32,0.101,0.168
32,0.133,0.291
32,0.11,0.182
32,0.115,0.189
32,0.151,0.328
32,0.157,0.342
32,0.164,0.356
32,0.171,0.371
32,0.178,0.387
32,0.185,0.403
32,0.193,0.419
32,0.201,0.436
32,0.125,0.273
32,0.116,0.191
32,0.121,0.199
32,0.158,0.345
32,0.165,0.358
32,0.171,0.372
32,0.178,0.387
32,0.185,0.401
32,0.192,0.416
33,0.133,0.221
33,0.14,0.233
33,0.148,0.245
33,0.156,0.259
33,0.165,0.274
33,0.175,0.291
33,0.187,0.309
33,0.251,0.549
33,0.269,0.587
33,0.289,0.629
33,0.311,0.677
33,0.336,0.732
33,0.132,0.22
33,0.139,0.231
33,0.147,0.244
33,0.164,0.272
33,0.185,0.306
33,0.248,0.542
33,0.265,0.579
33,0.284,0.619
33,0.305,0.665
33,0.329,0.716
33,0.166,0.364
33,0.138,0.229
33,0.145,0.241
33,0.153,0.254
33,0.162,0.269
33,0.182,0.301
33,0.193,0.32
33,0.26,0.568
33,0.278,0.606
33,0.298,0.649
33,0.32,0.696
33,0.13,0.216
33,0.136,0.227
33,0.143,0.238
33,0.151,0.251
33,0.159,0.265
33,0.169,0.279
33,0.178,0.296
33,0.239,0.522
33,0.254,0.555
33,0.271,0.591
33,0.289,0.63
33,0.309,0.673
33,0.128,0.213
33,0.134,0.224
33,0.141,0.235
33,0.165,0.274
33,0.175,0.289
33,0.233,0.51
33,0.247,0.54
33,0.262,0.573
33,0.279,0.609
33,0.297,0.647
33,0.126,0.21
33,0.132,0.22
33,0.139,0.231
33,0.146,0.242
33,0.153,0.255
33,0.161,0.268
33,0.17,0.282
33,0.227,0.496
33,0.24,0.524
33,0.254,0.554
33,0.268,0.586
33,0.284,0.62
33,0.124,0.207
33,0.164,0.36
33,0.136,0.226
33,0.143,0.237
33,0.15,0.249
33,0.157,0.261
